"Protein","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Ctrl_1","Ctrl_2","Ctrl_3","Ctrl_4","Ctrl_5","IMP_1","IMP_2","IMP_3","IMP_4","IMP_5","group"
"Q9Y4H2",8660,"IRS2",-0.840963070419869,-1.72223501713509,-5.08396695051441,0.000541439416104176,0.00877570859020742,-0.161283315963715,-1.30672841008887,-1.16844622941974,-1.12368416127846,-1.87262075670239,-1.03728785213631,-2.25315019578867,-2.16257734707379,-2.03070564999509,-1.98058232555354,-2.28656724331403,"Non-significant"
"Q15398",9787,"DLGAP5",-3.16958348685317,-4.54551488684869,-5.08124113319185,0.000543536174985751,0.00878594728137345,-0.165291907783067,-1.76421406068313,-3.35735787621759,-2.70620663258838,-2.69533410683702,-4.28050304078442,-6.0884684187535,-6.76703451531458,-7.64963999708027,-5.69469390528326,-4.45169631494476,"Downregulated"
"Q15417",1266,"CNN3",-0.684334992959362,1.45148760567448,-5.06212658778692,0.000558486162237114,0.00900333740574186,-0.193432306453924,1.99263491767651,1.783400538364,1.6388286036871,1.96385147046158,1.5895599805816,1.27531503537256,0.788174238668757,1.02792766799873,1.23277805067938,1.22240555325455,"Non-significant"
"Q9NXW2",54788,"DNAJB12",-0.695409877525687,-2.56805431680231,-5.05430546235756,0.000564729739983697,0.00907958244150733,-0.204961943780735,-1.9702184108127,-2.409684314302,-2.31587365439312,-1.98321073904811,-2.42275977164139,-3.09046045484551,-2.89366600925077,-2.96378490214754,-2.98447770020797,-2.64640721137396,"Non-significant"
"P51116",9513,"FXR2",0.529840651884461,-0.804866136568952,5.03677832446906,0.000578994761563766,0.00926764092233191,-0.230832288108496,-0.974833200585028,-1.09757905884645,-1.23205414453034,-0.919455555981128,-1.12501035261297,-0.564012620827918,-0.599914026307686,-0.428574951894087,-0.398559061912977,-0.708668392190941,"Non-significant"
"Q92609",9779,"TBC1D5",-0.528159301357941,-0.414462216422109,-5.03599496765494,0.000579641265491624,0.00926764092233191,-0.231989582287479,-0.222733016486003,-0.297920997037085,-0.0808121651403662,-0.102470250442205,-0.0479763996100332,-0.656602426616317,-0.73698402069207,-0.440942229964488,-0.781402829602412,-0.776777828630108,"Non-significant"
"O15212",10471,"PFDN6",0.682920295528906,-0.043027347851128,5.03326882444474,0.00058189718343768,0.00926764092233191,-0.236017754715291,-0.252916188404258,-0.228572139511483,-0.528586158273392,-0.56662539629041,-0.345737595598363,-0.0332985462611044,0.584656821819049,0.234594955238356,0.309755176072711,0.396455592697614,"Non-significant"
"P08754",2773,"GNAI3",-1.08380990331255,-0.85748169358867,-5.03241209845886,0.000582608075324184,0.00926764092233191,-0.237283884198389,-0.684671577577336,0.0484102617611738,-0.158822651577991,-0.545300356619337,-0.237499385648487,-1.05130472654689,-1.35685073669613,-1.68475153963035,-0.998523986514896,-1.90550223683646,"Downregulated"
"Q16718",4698,"NDUFA5",-1.53111200018359,-0.775014194036466,-5.03009314094622,0.000584536963839708,0.00927372532313949,-0.240711538567037,0.0512567543639649,0.0118537258565723,0.409305906448413,-1.09446873200122,0.574761375608911,-1.90831467914306,-1.58336372446973,-1.083881668933,-1.42609088887277,-1.70120000922274,"Downregulated"
"Q9UGI8",26136,"TES",0.515067180589454,1.70189400569249,5.02805256038116,0.000586239957945177,0.00927620323957052,-0.243728372245677,1.5109054416861,1.5391613237806,1.42879861284217,1.21660597919602,1.52633071948395,1.97500680116212,1.81205133930739,2.02516673843229,2.07111480911523,1.91379829191908,"Non-significant"
"Q86YM7",9456,"HOMER1",-2.29950577452293,-4.79922803628963,-5.02510295207033,0.000588710990480672,0.00929078897345419,-0.24809020320329,-3.98960299927567,-3.34267601046163,-4.09550618121241,-2.89564182228488,-3.92394873190624,-6.18417452393285,-4.92176967578998,-6.26657299098697,-5.06704041542149,-7.30534701162419,"Downregulated"
"O75170",9701,"PPP6R2",-1.35159144682575,-3.20418539181313,-5.0149647443899,0.000597289672511176,0.00940143350669166,-0.263092084396101,-2.14419798707286,-2.90441511914709,-2.72418852871566,-2.5292346075086,-2.33991209955706,-3.9439872840852,-4.54468005510207,-3.04797175719762,-4.15118335820855,-3.71208312153656,"Downregulated"
"Q14318",23770,"FKBP8",-0.673781897057085,-0.657120261088186,-5.00630365892006,0.000604724491678355,0.00949354129998716,-0.275920075281952,-0.294558739649253,-0.527602983153652,-0.178751542126217,-0.218041047443653,-0.382192250425445,-0.812081495294713,-1.27231694480979,-0.962475431798899,-1.1897811198146,-0.733401056365643,"Non-significant"
"Q99996",10142,"AKAP9",0.753027274732926,-2.3864231335122,5.00394811804794,0.000606763620835984,0.00950068259570078,-0.279410772147413,-2.78945420414271,-2.9063603638903,-2.9655367574416,-2.51115364956433,-2.64217887935439,-2.08682842387206,-2.01184521037454,-1.57658083760814,-2.24874674270934,-2.12554626616462,"Non-significant"
"Q8NHG7",258010,"SVIP",-4.8860509005685,-4.1593272929715,-4.99885581044218,0.000611197097407624,0.00954517966967063,-0.286959868799247,-0.22778410650419,0.721258428011385,-5.12704829039405,-2.01456601972431,-1.93336922482511,-6.34585133583376,-8.06255889345351,-6.49463285146632,-5.93872150623884,-6.16999912928634,"Downregulated"
"Q08380",3959,"LGALS3BP",1.19908677239918,-0.868634232365952,4.99543977611956,0.000614190599357785,0.00956701564765879,-0.292026087727071,-1.96753758455503,-1.33534243038675,-1.06660340171661,-1.98893360371356,-0.982471072455748,-0.138101771840216,-0.150056484207392,-0.0351734962101087,-0.282787270998654,-0.73933520757545,"Upregulated"
"Q8N6T3",55738,"ARFGAP1",0.625724053349455,-0.382044851481274,4.99050067991206,0.00061854655716311,0.00959994127133372,-0.29935411696149,-0.88776880143905,-0.757911300382383,-0.685842175086978,-0.481553267982366,-0.661458845889231,0.173129388232318,-0.191738351706599,0.0760135548598995,-0.100191709661344,-0.303127005757007,"Non-significant"
"Q9BTU6",55361,"PI4K2A",0.839074293124692,-2.20341939020489,4.98941783805448,0.000619505964983517,0.00959994127133372,-0.300961180136038,-2.59461501159692,-2.87275077742319,-2.73656216037653,-2.15302867980348,-2.75782605463606,-1.61378110247126,-2.00748048670011,-1.63174029012277,-2.07550618153018,-1.5909031573884,"Non-significant"
"P13611",1462,"VCAN",1.4974406466475,-2.51240384845336,4.98544808851322,0.000623036845689397,0.00962977310206008,-0.306854208586623,-2.67006876493737,-3.13876087384294,-3.59304813780509,-2.97859694719703,-3.92514613510312,-1.96669335395427,-1.6935215677518,-2.52640039155982,-1.32214136422858,-1.30966094815356,"Upregulated"
"O00267",6829,"SUPT5H",0.41108267553504,0.779252931475597,4.97953084106404,0.000628339962100367,0.00966273907433764,-0.315642519694829,0.604205316501506,0.553733549847695,0.625464646564449,0.576219403548071,0.508935052078666,1.02150230337681,0.943223461532243,0.891443347211652,1.04052277771779,1.02727945637709,"Non-significant"
"Q9UNS1",8914,"TIMELESS",-2.85675592146033,-5.11359016071238,-4.97947277997129,0.000628392235949922,0.00966273907433764,-0.315728777398462,-2.70007397302237,-4.25277605136601,-3.78229156412855,-4.09575899396205,-3.5951604174321,-8.26004184161202,-5.76731272238758,-5.79663615263438,-5.40710117739508,-7.47874871318367,"Downregulated"
"P55145",7873,"MANF",0.592308350456669,-0.536564211113028,4.97642120120997,0.00063114620982437,0.00966699207563078,-0.320263005166701,-0.79519973808857,-0.545236158143712,-0.937686247551758,-1.07325216956049,-0.812217618362282,-0.190440645748719,-0.293642922005338,-0.399815713526363,-0.11541960656645,-0.202731291576599,"Non-significant"
"Q05193",1759,"DNM1",-0.493300144788386,1.43034477862478,-4.97559642854481,0.000631892761988872,0.00966699207563078,-0.32148873663575,1.64737118893503,1.72332506218593,1.73005206757703,1.60229653534377,1.68192940105311,1.14618250648703,1.2857991641172,1.0571420829847,1.04740746395121,1.3819423136128,"Non-significant"
"P60174",7167,"TPI1",-0.547992027986511,5.13352720637394,-4.96802277884034,0.000638792484206918,0.00971044545663697,-0.332748896629277,5.4668469881567,5.29610725074593,5.45810790653883,5.38719023403811,5.42936372235641,4.73640427915084,4.90514201345241,4.90589057743642,4.63642299606855,5.11379609579521,"Non-significant"
"A0AV96",54502,"RBM47",-0.783193692525071,-1.57856667116192,-4.96705767254089,0.000639677487236581,0.00971044545663697,-0.334184371621793,-1.23678548599238,-1.11477170078015,-0.999694246211877,-1.39725089409202,-1.18634679742049,-2.10775520420974,-1.70629368376136,-2.16471189589549,-1.58831816151911,-2.28373864173657,"Non-significant"
"Q9Y625",10082,"GPC6",2.87069444374101,-3.43921747432901,4.96630705657903,0.000640366709541964,0.00971044545663697,-0.33530091256919,-4.29132735580546,-5.28991763727228,-6.43322836744153,-3.12593834461635,-5.23241177586199,-2.53912269349678,-1.88698601939628,-1.03483130300016,-2.69895502816505,-1.85945621823427,"Upregulated"
"Q8TF05",9989,"PPP4R1",-0.59424540391435,-1.82414040237428,-4.96538981809187,0.000641210005140611,0.00971044545663697,-0.336665415545207,-1.49512653230772,-1.41553403306086,-1.50753065136527,-1.78277731653384,-1.43411996881785,-2.2421281992394,-2.04778885196305,-2.10044720169028,-1.88864078324251,-2.32731048552205,"Non-significant"
"O76080",7763,"ZFAND5",-2.27082450688952,-3.62196640554462,-4.96062523395421,0.00064560965428754,0.0097337992185031,-0.343755275110032,-2.91340686777421,-2.952141307071,-2.15223353394006,-2.29909392880568,-2.11589512290835,-5.12009725578612,-4.11535423742796,-4.41635604270448,-6.36159826955299,-3.77348748947537,"Downregulated"
"Q9GZR7",57062,"DDX24",0.662452921409571,-0.907153646622455,4.96020597159321,0.000645998347334372,0.0097337992185031,-0.344379309211815,-1.25033761718953,-1.39595676805927,-1.2289860347534,-0.860135426479285,-1.45648469015472,-0.436857381342971,-0.614031719350313,-0.72424707565824,-0.673693980737327,-0.430805772499498,"Non-significant"
"Q9NZJ5",9451,"EIF2AK3",1.973221579383,-4.82372054851708,4.95772444238616,0.000648304075877542,0.00974405900510681,-0.348073363435524,-4.81580395625761,-5.57990477974391,-6.84854238440993,-5.98311089520835,-5.82429467542308,-4.14320661889203,-4.65638517020393,-3.13643637341931,-3.33945950719088,-3.91006112442173,"Upregulated"
"P01009",5265,"SERPINA1",2.47125828867321,-1.39454959527571,4.95343725988927,0.000652308311580239,0.00977973236136673,-0.35445745520046,-2.20211083452298,-3.16887082755248,-3.31774578971929,-0.812385716048744,-3.64978053021811,0.0822479514556265,-0.373726012741743,-0.482290561978079,-0.387882271323131,0.367048639891792,"Upregulated"
"Q06265",5393,"EXOSC9",-0.960968683736711,-1.58491010815743,-4.94181563913318,0.000663296602453861,0.00991967512447831,-0.371776751961391,-0.931858532136478,-0.999224606016013,-1.35845001152782,-0.875353176735224,-1.35724250502983,-2.36746231706621,-1.6505392756843,-2.43589261012374,-2.17360207098954,-1.69947597626513,"Non-significant"
"Q8WUN7",92181,"UBTD2",-0.99256876636304,-2.34727977149839,-4.92565101035134,0.000678910782388542,0.0101197079475987,-0.395898886991377,-1.47535908571838,-2.40578998259089,-1.66987258178663,-1.59624998502259,-2.10770530646584,-3.1567037870871,-2.8611816364097,-2.73634103632759,-2.52251935145236,-2.94107496212278,"Non-significant"
"O95218",9406,"ZRANB2",0.448932399525124,-1.36257079730468,4.92375690088218,0.000680765966098031,0.0101197079475987,-0.398727903664823,-1.61173227709457,-1.51907093870146,-1.66376639535156,-1.65449445784817,-1.48612091634046,-1.23049725455968,-1.04582810768667,-1.03167608552493,-1.16959999894068,-1.21292154099864,"Non-significant"
"O95394",5238,"PGM3",0.747876085869969,0.82810606659456,4.92277020085866,0.000681734535739518,0.0101197079475987,-0.400201831413443,0.0996719970001838,0.681130917809845,0.563757643219296,0.249313404262689,0.676966156005862,1.23569502034433,1.50241701820182,1.13225405592806,1.03198056650448,1.10787388666903,"Non-significant"
"P08865",3921,"RPSA",-0.575769868608282,4.87988779255474,-4.91864547132261,0.000685799461548028,0.0101451072676305,-0.406364858239644,5.23371794451012,4.8757335573254,5.2646554275472,5.3524231994931,5.1123335054186,4.44451991279084,4.66981091526528,4.70249725435713,4.49104343208128,4.65214277675848,"Non-significant"
"Q9H000",23609,"MKRN2",1.13416604923881,-2.7023301643834,4.91760492915818,0.000686829006279473,0.0101451072676305,-0.407919988875029,-3.29677736215144,-3.46561289212532,-3.55119901412457,-2.58110512953199,-3.4523715470807,-2.44568139069689,-1.59351758747779,-2.11691853783918,-2.47150742914223,-2.04861075366388,"Upregulated"
"Q9NUQ8",55324,"ABCF3",0.49144617608018,-1.2475412906696,4.91303845181574,0.000691366804504968,0.0101697463164504,-0.414746618465785,-1.45839957294061,-1.47252476287869,-1.38100388538147,-1.71981156471214,-1.43458210763553,-1.06242032739679,-1.00251629612219,-1.04758688140457,-1.05045584639435,-0.846111661829638,"Non-significant"
"P04183",7083,"TK1",-3.18216962281637,-2.4748084208101,-4.91108682517663,0.00069331594398923,0.0101697463164504,-0.417665111664145,1.08479249596513,-0.936176237933812,-1.74975187016996,-0.761086511679843,-2.05639592319106,-4.86980623672574,-4.61542025026409,-4.85920291914615,-3.10683355134855,-2.87820320360689,"Downregulated"
"P50895",4059,"BCAM",-0.951489634902045,-1.56821744014537,-4.90899541094072,0.000695411217397201,0.0101697463164504,-0.420793256778413,-0.975961582833412,-1.44433584173826,-1.1990309289528,-0.439414393124762,-1.40362036682251,-2.10996009505379,-1.95380501091865,-2.0801007728973,-2.23319121201294,-1.84275419709929,"Non-significant"
"P48454",5533,"PPP3CC",-0.827840818205742,-0.782406765213797,-4.90827733304075,0.000696132181030018,0.0101697463164504,-0.421867437516056,-0.257504392137535,-0.289824572510622,-0.255575058262821,-0.373938796452916,-0.665588961190737,-1.1758039798592,-1.10543232859514,-1.75679235912896,-0.959962512603936,-0.983644691396106,"Non-significant"
"Q9Y284",51398,"WDR83OS",-2.03689307963482,-5.6589763616219,-4.90597978684461,0.000698444335224753,0.0101697463164504,-0.425304863279964,-5.28658876148964,-3.30258578493003,-5.13954198428171,-5.50566637235293,-3.96826620596814,-6.24662187691886,-6.58678686724033,-6.77490605516574,-7.03720613883715,-6.74159356903448,"Downregulated"
"P16930",2184,"FAH",-0.978564952927131,0.87957472430821,-4.90575408333608,0.000698671916354436,0.0101697463164504,-0.425642586030778,1.85827885299072,1.21781125564754,1.52224668068385,1.10232555656054,1.14362365797623,0.0434905877805725,0.360863130169708,0.153223421740946,0.842382591520373,0.551501508011622,"Non-significant"
"O60684",23633,"KPNA6",0.550204478505392,-0.247259751977418,4.90334927998429,0.00070110165437667,0.0101804034413968,-0.429241378012697,-0.350501624552028,-0.565416947896342,-0.618754514320983,-0.395286853760334,-0.681850015620882,0.117389952396649,-0.200295891960856,-0.021299732564737,0.1440522997438,0.0993658087615354,"Non-significant"
"P49589",833,"CARS1",0.546981353846224,-0.610473299667145,4.89810859094378,0.000706428037726492,0.0102329684595308,-0.43708697208243,-0.976602270283121,-0.79390358909423,-0.755305862665218,-1.04615311209254,-0.847855048816178,-0.406693474806563,-0.123778738147527,-0.525586102531516,-0.394178878922001,-0.234675919312561,"Non-significant"
"P00966",445,"ASS1",1.1210796628488,-1.86477941019507,4.89027309375992,0.000714472516900635,0.0103245582743448,-0.448824532649836,-3.02648167109152,-2.08945457383224,-2.0767232496893,-2.80131805271755,-2.13261866076676,-1.08268628989455,-0.961908897309816,-1.54025071947179,-1.36127896878633,-1.57507301839089,"Upregulated"
"Q8NAF0",163033,"ZNF579",-0.62981004118305,-1.80275178526437,-4.88808879644355,0.000716732488127194,0.0103323190656221,-0.452098185808469,-1.36779272500746,-1.81944066487484,-1.16967311321197,-1.54691560394852,-1.53541171632142,-2.23897077418571,-2.15944573686705,-2.08939815664671,-2.0801611157523,-2.02030824582769,"Non-significant"
"Q6NUM6",441250,"TYW1B",-2.12396665596572,-4.34516969370842,-4.88472428798771,0.000720228522890202,0.0103544452069589,-0.45714199365074,-2.92437571948894,-4.13411095359354,-3.80503823812196,-2.04264885054469,-3.50975806687867,-5.5702967107552,-5.72757656012298,-4.36625706556435,-5.29191123286889,-6.07972353914499,"Downregulated"
"Q8N357",54978,"SLC35F6",0.756576192649756,-2.0914552480033,4.88329371184507,0.000721720543022981,0.0103544452069589,-0.459287096304928,-2.51695852215379,-2.43864375454289,-2.36345302817864,-2.72352120808176,-2.30614020868382,-1.49633253893236,-2.06803531160689,-1.49800506918161,-1.51820575993088,-1.98525707874038,"Non-significant"
"Q96IJ6",29926,"GMPPA",0.649704577832325,0.026631385140301,4.88105732437878,0.000724059608328422,0.0103632111483187,-0.462641078409056,-0.360832548677336,-0.131614568115125,-0.27893024388533,-0.452148089288412,-0.267579068913105,0.594040787655531,0.124919104996087,0.303919706956346,0.608774336170733,0.125764434503621,"Non-significant"
"Q05D32",51496,"CTDSPL2",-3.33318112859141,-5.67034599734493,-4.87078936706218,0.000734903488271789,0.0104697048371513,-0.478049519442504,-2.26889476515727,-4.95979554428209,-3.93350176793544,-5.2377698959752,-3.61881519189612,-8.70549933967837,-8.31104517950825,-5.86257586151894,-7.14272137774329,-6.66284104975431,"Downregulated"
"Q96PV0",8831,"SYNGAP1",5.42053384547383,-4.01262967995779,4.87070642569006,0.000734991785299435,0.0104697048371513,-0.478174045910987,-6.9908101108475,-6.69089437441748,-9.08165201978349,-4.69252346687479,-6.15860304155026,-1.47194328810334,-1.1542821694636,0.625825924919233,-4.89077194381627,0.379357690359589,"Upregulated"
"P05549",7020,"TFAP2A",-1.23260009139656,-4.36324982475801,-4.86851746460221,0.000737326194304212,0.0104759156924876,-0.481460865238403,-4.41493421404512,-3.4521661879568,-3.34720255782291,-3.84118714100749,-3.67925879446634,-4.686613251808,-4.47533109878604,-5.55054597729587,-5.08627923155287,-5.09897979283869,"Downregulated"
"Q9Y2J4",51421,"AMOTL2",-2.85949036606645,-4.83189025624654,-4.86702579659663,0.000738921517078919,0.0104759156924876,-0.48370106439988,-2.9008887772065,-3.60388797223636,-3.34753713611028,-3.67180193738984,-3.48660954312361,-8.16811681344651,-4.33632238932418,-6.65964785945662,-6.37993611091422,-5.76415402325732,"Downregulated"
"Q96GD4",9212,"AURKB",-3.08012506836482,-4.23407562668411,-4.86360083963905,0.000742598447848154,0.0104846386222122,-0.488845905177356,-1.79918732262099,-3.09099466130015,-2.7257911510536,-1.63580721126444,-4.21828511626933,-5.46652274862921,-6.21994539270015,-7.37222064766978,-5.50550700007126,-4.3064950152622,"Downregulated"
"Q9Y224",51637,"RTRAF",0.637218227375678,1.01649029744606,4.86319687549578,0.000743033419116256,0.0104846386222122,-0.489452836186965,0.544463983531464,0.976464236497888,0.76297822723281,0.389844975922972,0.815654495605959,1.4274400755192,1.39236035181081,1.18037290530897,1.4453590063847,1.2299647166458,"Non-significant"
"Q9BZX2",7371,"UCK2",-0.711901610684637,-0.464264000073629,-4.85879650304915,0.000747789228355649,0.0105107601957029,-0.496065643794672,0.244638058612793,-0.199794900331333,-0.139074187595426,-0.12742633715574,-0.319908607186844,-1.02098112768399,-0.867371842606344,-0.949062225570118,-0.448781086236578,-0.814877744982706,"Non-significant"
"P24592",3489,"IGFBP6",3.69394384807519,-3.46775180132575,4.85622651555504,0.000750581843575244,0.0105107601957029,-0.499929067897678,-5.81526420201056,-3.37299471496385,-7.76333014346597,-4.91364001801799,-4.70838954835837,-1.34248442243094,-1.34542487493889,-0.824809951466244,-1.43271211435751,-3.15846802324719,"Upregulated"
"P32456",2634,"GBP2",-1.80535192771595,-4.62890872141167,-4.85528377292127,0.000751609044400038,0.0105107601957029,-0.501346517152692,-3.31247416858938,-4.14409145870453,-4.31468285826716,-3.21384447582903,-3.64607082637837,-6.55449767045507,-4.88241889510038,-4.76701663737844,-5.93449192759956,-5.51949829581477,"Downregulated"
"P48730",1453,"CSNK1D",-0.476773098780634,-1.45498981134112,-4.85502129752903,0.000751895301643578,0.0105107601957029,-0.501741181599733,-1.13387253796296,-1.28557847560092,-1.16480413251811,-1.33228162703369,-1.16647953663835,-1.66964868829041,-1.89130910134364,-1.55596417876731,-1.63476994374281,-1.71518989151303,"Non-significant"
"Q9H3K2",27069,"GHITM",0.574106510725522,0.931030194026831,4.84411035715559,0.000763898525539242,0.010653719668974,-0.518155904979581,0.825442902295951,0.782116091423807,0.487714426044078,0.552882217802852,0.571729055753663,1.15905190501098,1.16092268511001,1.08241040948129,1.18366995554467,1.50436229180101,"Non-significant"
"Q8N183",91942,"NDUFAF2",0.531427986780343,-1.19841998240352,4.8417204527939,0.000766554917370673,0.0106659625045752,-0.521753628304864,-1.50853074041131,-1.64858462024975,-1.30731736365286,-1.29223480628713,-1.5640023483674,-0.963196783329115,-0.806860745790262,-0.998512652115132,-0.827708720269863,-1.06725104356236,"Non-significant"
"P21281",526,"ATP6V1B2",0.63834504653364,1.63819607137115,4.83404763239902,0.00077515021613856,0.0107542291246417,-0.533309712633859,1.12650321299914,1.07525135383166,1.61636374496763,1.43228524642559,1.34471418229763,1.90189803550333,2.19631250250377,1.96147133945839,1.82246929961193,1.90469179611243,"Non-significant"
"Q6IBW4",29781,"NCAPH2",-1.59479055219342,-3.69120063828085,-4.83286416218302,0.000776485111050498,0.0107542291246417,-0.535092897169178,-3.10262148220142,-3.33125996265592,-2.50349035632884,-3.32561317468756,-2.20604183504696,-4.85306823120783,-4.39400689951955,-3.50949879626295,-5.03448504885458,-4.65192059604287,"Downregulated"
"O14763",8795,"TNFRSF10B",2.50120401498599,-2.30728080978537,4.82912009819561,0.000780724426246908,0.0107880285350293,-0.540735560233837,-3.56535911084355,-4.40678824410085,-2.26831464306404,-4.64542151227195,-2.90353057611145,-0.852511898003359,-2.06906225627625,-0.0704084756739352,-0.797491496400993,-1.49391988510736,"Upregulated"
"P09884",5422,"POLA1",-2.94772148773875,-3.06238541153479,-4.82447199825017,0.000786021790666274,0.0108362590313233,-0.547743490095606,-2.72836149871954,-0.856304348839094,-1.84381783942746,-2.31230121157773,-0.20183843976325,-4.3994446048435,-4.17110923290886,-3.2005080151975,-4.80761180552477,-6.10255711854621,"Downregulated"
"Q9UBM7",1717,"DHCR7",0.496420383140336,1.65762841302495,4.81956984963125,0.000791650315317208,0.010876637471916,-0.555137805127021,1.56057925942967,1.40302817133097,1.40841936657886,1.21210762059605,1.46295668933838,1.80756140380335,1.80000911572926,1.98212519753428,1.8794109588527,2.06008634705602,"Non-significant"
"Q9H5K3",84197,"POMK",-1.29406306439472,-4.477430351005,-4.81801572670104,0.000793443695942557,0.010876637471916,-0.557482735999897,-3.48628146409795,-3.75048452942791,-3.56961985911798,-4.10182667742749,-4.24378156396687,-5.15938809282705,-5.17180955641554,-5.85912443603693,-4.34410542919245,-5.08788190153984,"Downregulated"
"P84243",3020,"H3-3A",-1.91224084595749,-4.16013041072825,-4.81719568542701,0.000794391731315525,0.010876637471916,-0.558720190804951,-4.10664563765678,-3.54846117732805,-3.01785961441208,-2.58464384449214,-2.76243966485851,-5.23275047679877,-4.24286077822619,-4.50547776766823,-5.86188660640935,-5.73827853943245,"Downregulated"
"Q9H082",83452,"RAB33B",0.89461149081865,-2.20139348599233,4.81454041565325,0.000797469752544165,0.0108939091253015,-0.562727694474865,-2.5476538321463,-3.21086053056506,-2.23209037961722,-2.53854050667244,-2.71435090800725,-1.67183146582251,-2.09384244164845,-1.53060091980064,-1.72606682539532,-1.7480970502481,"Non-significant"
"Q5M775",92521,"SPECC1",-0.714134264216104,-2.09561430403469,-4.80970980911655,0.000803102164756817,0.0108962934385675,-0.570020945687294,-1.72512023217933,-1.82244100413459,-1.93744600433935,-1.28044375453087,-1.92728486444906,-2.33722591282204,-2.49634907965157,-2.4962640911036,-2.66705223312029,-2.26651586401622,"Non-significant"
"O95905",11319,"ECD",-0.764369300459236,-1.71315880568895,-4.8069108430072,0.000806385143951066,0.0108962934385675,-0.574248354254245,-1.20904071895063,-1.43147789557558,-0.9523454606069,-1.59264850756366,-1.46935819459988,-2.06535870604255,-2.20536117393686,-2.42296923716482,-1.82712481404862,-1.95590334839998,"Non-significant"
"Q8TAC2",126119,"JOSD2",1.61814955109782,-4.08007937158883,4.80685886130366,0.000806446250019341,0.0108962934385675,-0.574326875241987,-4.49705224415025,-4.92830640413752,-4.38093141834642,-6.04931027490238,-4.59017039415213,-3.38052479107724,-3.87763627745316,-3.05848803955659,-2.72156259389979,-3.31681127821284,"Upregulated"
"Q9BYG5",84612,"PARD6B",-0.715841692337468,-0.528673647901559,-4.80557022679365,0.000807962660845168,0.0108962934385675,-0.576273546344683,-0.155366363677362,-0.443819745595041,-0.173343327016905,0.120638895501591,-0.201873467876411,-1.17284506869158,-0.576366548215462,-0.711893897560707,-0.939405326324847,-1.03246162955887,"Non-significant"
"Q9BYD2",65005,"MRPL9",-1.70172835111586,-1.44818880345948,-4.80489742422718,0.000808755596292188,0.0108962934385675,-0.577290007548016,-0.639108557544954,-0.303836306616324,-0.175541551875696,-0.953586957083671,-0.914549766387121,-1.4817984831871,-2.99104605754218,-3.20532811869635,-2.13434015838985,-1.68275207727158,"Downregulated"
"Q7KZI7",2011,"MARK2",-0.498138658416421,-1.4492638998039,-4.80400174571363,0.000809812493338788,0.0108962934385675,-0.578643287282161,-1.2095396257951,-1.29640307552397,-0.953027472204107,-1.37417489814057,-1.16782778131471,-1.76461012098789,-1.64766834363308,-1.74304293486295,-1.61005819626667,-1.72628654930997,"Non-significant"
"Q9BS26",23071,"ERP44",0.577360608004502,2.24267272325987,4.80270240363588,0.00081134833445523,0.0108962934385675,-0.580606665890339,1.84707623903869,1.8309551557017,1.92550007110726,2.10595765939325,2.06047297104718,2.61849337701019,2.4326596813896,2.82668025662577,2.3635411818018,2.41539063948323,"Non-significant"
"P35813",5494,"PPM1A",-0.643825357177197,-0.387287216107289,-4.80199994052749,0.000812179951148856,0.0108962934385675,-0.581668227543042,0.183409014523223,-0.147444955998392,-0.152221339904959,0.0322353141370489,-0.24285072035037,-0.977485289818138,-0.550785434267057,-0.852491211514662,-0.695767108528923,-0.469470429350656,"Non-significant"
"Q6PCB5",222194,"RSBN1L",-0.636750069200828,-3.1869999200639,-4.79158961514522,0.000824611579708545,0.0110383831328396,-0.597408572916273,-2.56333683506924,-2.92855430433795,-2.91249329532528,-2.8416034401425,-3.09713655244245,-3.63290229722991,-3.56410625132166,-3.69692661487164,-3.26437873155359,-3.36856087834476,"Non-significant"
"Q5T1M5",23307,"FKBP15",0.493584204070524,-2.03637797593903,4.78766078263572,0.000829355921655253,0.011064127556006,-0.603352967642143,-2.15914229802197,-2.20033108222876,-2.38526963909055,-2.30499297997694,-2.36611439055323,-1.7657327906049,-1.896787983328,-1.85705663571655,-1.55875632546963,-1.86959563439975,"Non-significant"
"Q07864",5426,"POLE",-2.64066062916528,-3.34961504559538,-4.78694395658262,0.000830224679039973,0.011064127556006,-0.604437776230606,-0.552834385398953,-2.58438646980088,-2.79348564780816,-1.98740235395559,-2.22831479810015,-5.21464325270267,-5.83622118480767,-3.78165805099419,-5.05184857127844,-3.46535574110714,"Downregulated"
"O95707",10775,"POP4",-0.861114797501314,-2.17604284555179,-4.77789386568243,0.000841276896103873,0.0111840288755362,-0.618140038015597,-1.8626142255964,-1.46515196742366,-1.87297479066903,-2.18636538569902,-1.34032086461757,-2.61743436517757,-2.68625506238126,-2.26067363077747,-2.81903608443998,-2.64960207873597,"Non-significant"
"Q86Y82",23673,"STX12",0.656633823945672,-0.640658824582758,4.77447789895221,0.000845489309350186,0.0111840288755362,-0.623315009193654,-1.30552070532056,-0.945573640525601,-0.830189167833121,-0.967160975060244,-0.796434194038445,-0.222904072281869,-0.123750405044443,-0.271909339163375,-0.639195967442639,-0.303949779117282,"Non-significant"
